Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. In addition, students must meet the prerequisites specified by the faculty. The program will be available upon meeting the minimum student enrollment.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala / Jaffna,"Accounts Executive, Accountant, Audit Executive, Finance Executive, Finance Manager, Audit Supervisor, Management Trainee (Finance), Management Accountant, Cost Accountant, Financial Analyst, Internal Auditor, Academic / Lecturer",BBA (Hons) in Accounting & Finance,https://www.sliit.lk/business/programs/accounting-finance-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. In addition, students must meet the prerequisites specified by the faculty. The program will be available upon meeting the minimum student enrollment.",Intermediate,"Rs. 2,770,000.00",Colombo / Matara / Kandy / Kurunegala / Jaffna,"Enterprise Content Management Consultant, Business Analytics Strategy Consultant, Business Intelligence and Performance Management Consultant, Optimization Consultant, Enterprise Information & Management Consultant",BBA (Hons) in Business Analytics,https://www.sliit.lk/business/programs/business-analytics-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. The program will be available upon meeting the minimum student enrollment.,Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala ,"HR Manager, Management Trainee (HR), Human Capital Executive, Manager (Human Capital), HR Analyst, HR Assistant, Senior Executive (Human Capital), Industrial Relations Executive, HR Associate, HRIS Specialist, Payroll Officer, Lecturer / Academic",BBA (Hons) in Human Capital Management,https://www.sliit.lk/business/programs/human-capital-management-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. In addition, students must meet the prerequisite specified by the faculty. The program will be available upon meeting the minimum student enrollment.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala ,"Quality Management Consultant, Quality Management Specialist, Corporate Quality Director, Quality Manager, Quality Assurance Audit Manager, Quality Assurance Analyst, Quality Management Executive, Quality Control Officer (Tester/Inspector)",BBA (Hons) in Quality Management,https://www.sliit.lk/business/programmes/quality-management-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. The program will be available upon meeting the minimum student enrollment.,Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala /Jaffna ,"Marketing Manager, Management Trainee – Marketing, Sales/Marketing Executive, Customer Relations Manager, Brand Executive/Brand Manager, Online Marketing Analyst, Marketing Specialist, Telemarketing Executive, Digital Marketing Executive, Merchandiser, Client Servicing Executive, 
Public Relations Specialist, Research Executive, Lecturer/Academic",BBA (Hons) in Marketing Management,https://www.sliit.lk/business/programs/marketing-management-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. The program will be available upon meeting the minimum student enrollment.,Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala /Jaffna ,"Procurement/Purchasing/Sourcing Executive, Supply Chain Executives, Strategic Buyers, Demand Planners, Shipping and Logistics Executives, Operations Specialist, Logistics Assistant, Logistics Analyst",BBA (Hons) in Logistics & Supply Chain Management,https://www.sliit.lk/business/programs/logistics-supply-chain-management-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,Local A/Ls: Minimum of 3 “S” passes in any stream in one and the same sitting for A/L. Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream in one and the same sitting for A/L. Applicants should also pass the Aptitude Test conducted by SLIIT. The program will be available upon meeting the minimum student enrollment.,Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala ,"Management Trainees, Consultants, Business Executives, Manager, Business Development Executives, Academics, Business Coordinators, Entrepreneurs, Bankers, Research Executives",BBA (Hons) in Business Management,https://www.sliit.lk/business/programs/business-management-degree/
SLIIT,School of Bussiness ,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 3 ""S"" passes in any stream in one and the same sitting for A/L.
Cambridge/Edexcel A/Ls: Minimum of 3 ""D"" passes in any stream in one and the same sitting for A/L.
Applicants should also pass the Aptitude Test conducted by SLIIT.
The program will be available upon meeting the minimum student enrollment.",Intermediate,"Rs.2,720,000.00",Colombo / Matara / Kandy / Kurunegala ,"Enterprise Content Management Consultants, BA Strategy Consultants, Business Intelligence and Performance Management Consultants, Optimization Consultants, Enterprise Information & Management Consultants",BBA (Hons) in Management Information Systems,https://www.sliit.lk/business/management-information-systems/
SLIIT,Faculty of Engineering,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 2 ""C"" passes & 1 ""S"" pass in the Physical Science stream (Covering Combined Mathematics, Physics & Chemistry).
Cambridge/Edexcel A/Ls: Minimum of 2 ""B"" passes & 1 ""C"" pass (Covering Mathematics, Physics & Chemistry).
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,400,000.00",Colombo,"Structural Engineers, Geotechnical Engineers, Environmental Engineers, Water Resources Engineers, Consulting/Design Engineers, Contracting Engineers, Engineering Project Managers, Building Services Engineers, Irrigation Engineers, Coastal Engineers, Infrastructure Planning Engineers, Engineering Regulators, 
Quality Control & Assurance Engineers, Marketing Engineers, Academics, Researchers",BSc Engineering (Hons) in Civil Engineering,https://www.sliit.lk/engineering/programs/civil-engineering-degree/
SLIIT,Faculty of Engineering,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 2 ""C"" passes & 1 ""S"" pass in the Physical Science stream (Covering Combined Mathematics, Physics & Chemistry).
Cambridge/Edexcel A/Ls: Minimum of 2 ""B"" passes & 1 ""C"" pass (Covering Mathematics, Physics & Chemistry).
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,400,000.00",Colombo,"Electronic Engineers, Telecommunication Engineers, Electrical Power Engineers, Data Communication Engineers, Networking Engineers",BSc Engineering (Hons) in Electrical & Electronic Engineering,https://www.sliit.lk/engineering/programs/electrical-electronic-engineering-degree/
SLIIT,Faculty of Engineering,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 2 ""C"" passes & 1 ""S"" pass in the Physical Science stream (Covering Combined Mathematics, Physics & Chemistry).
Cambridge/Edexcel A/Ls: Minimum of 2 ""B"" passes & 1 ""C"" pass (Covering Mathematics, Physics & Chemistry).
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,400,000.00",Colombo,"Mechanical Engineer, Automobile Engineer, Automation Engineer, Maintenance Engineer, Design and Manufacturing, Thermal Engineer, Industrial Engineer, Entrepreneur, University Lecturer, Researcher",BSc Engineering (Hons) in Mechanical Engineering,https://www.sliit.lk/engineering/programs/mechanical-engineering-degree/
SLIIT,Faculty of Engineering,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 2 ""C"" passes & 1 ""S"" pass in the Physical Science stream (Covering Combined Mathematics, Physics & Chemistry).
Cambridge/Edexcel A/Ls: Minimum of 2 ""B"" passes & 1 ""C"" pass (Covering Mathematics, Physics & Chemistry).
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,400,000.00",Colombo,"Mechanical Engineer, Robotics Engineer, Electronics Design Engineer, Automation Engineer, Instrumentation Engineer, 
Control Systems Engineer, Data Scientist/Big Data Analyst, Software Engineer, Entrepreneur, University Lecturer, Researcher",BSc Engineering (Hons) in Mechanical Engineering (Mechatronics Specialisation),https://www.sliit.lk/engineering/programmes/mechanical-engineering-mechatronics-specialisation-degree/
SLIIT,Faculty of Engineering,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum of 2 ""C"" passes & 1 ""S"" pass in the Physical Science stream (Covering Combined Mathematics, Physics & Chemistry).
Cambridge/Edexcel A/Ls: Minimum of 2 ""B"" passes & 1 ""C"" pass (Covering Mathematics, Physics & Chemistry).
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,400,000.00",Colombo,"Metal, Polymer, Ceramic Industries, Research and Development, Nanomaterials, Energy, Automotive, Design and Manufacturing, Building and Construction, Advanced Materials, Aerospace",BSc Engineering (Hons) in Materials Engineering,https://www.sliit.lk/engineering/programs/materials-engineering-degree/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time,4 Years,"i. Minimum 3 “S” passes in G.C.E A/L (Sri Lanka) in the Physical Science Stream including Mathematics (Combined Mathematics or Higher Mathematics) and Physics or a minimum 3 “D” passes in Cambridge or Edexcel A/Ls, including Mathematics and Physics in one and the same sitting, and pass the Aptitude Test conducted by SLIIT.
ii. Any other equivalent qualification considered by SLIIT.",Intermediate,"Rs.1,680,000.00",Colombo,"Secondary School Teacher (Physics/Mathematics), Advanced Level Teacher, Academic Coordinator, Curriculum Developer, Education Consultant, Research Assistant, Lecturer, Education Administrator",BEd (Hons) in Physical Science,https://www.sliit.lk/science-education/programms/undergraduate-degree-programs/b-ed-hons-in-physical-sciences-degree/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time,4 Years,"Local A/Ls: Minimum 3 ""S"" passes in any stream with English as a Main Subject.
Cambridge/Edexcel A/Ls: Minimum 3 ""D"" passes with English/English Literature as a Main Subject or passing A/L in English Medium.
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.1,680,000.00",Colombo,"English Language Teacher, English Literature Teacher, Secondary School Teacher, Advanced Level Teacher, Academic Coordinator, Lecturer, Education Consultant, Research Assistant, Education Administrator",BEd (Hons) in English,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/b-ed-hons-in-english/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time ,4 Years,"Minimum 3 “S” passes in G.C.E A/L (Sri Lanka) or Minimum 3 “D” passes in Cambridge or Edexcel A/Ls, including Biology & Chemistry in one and the same sitting, and pass the Aptitude Test conducted by SLIIT. Any other equivalent qualification considered by SLIIT will also be accepted.",Intermediate,"Rs.1,680,000.00",Colombo,"Secondary School Teacher (Biology/Chemistry), Advanced Level Science Teacher, Academic Coordinator, Lecturer, Education Consultant, Research Assistant, Education Administrator",BEd (Hons) in Biological Scinences,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/b-ed-hons-in-biological-sciences/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time,4 Years,"Minimum 3 “S” passes in G.C.E A/L (Sri Lanka) or Minimum 3 “D” passes in Cambridge or Edexcel A/Ls, including Biology & Chemistry in one and the same sitting, and pass the Aptitude Test conducted by SLIIT. Any other equivalent qualification considered by SLIIT will also be accepted.",Intermediate,"Rs.1,680,000.00",Colombo,"Secondary School Teacher (Biology/Chemistry), Advanced Level Science Teacher, Academic Coordinator, Lecturer, Education Consultant, Research Assistant, Education Administrator",BEd (Hons) in Information Technology,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/information-technology-degree/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time ,4 Years,"Local A/Ls: Minimum of 3 ""S"" passes in Arts or Commerce Streams.
Cambridge/Edexcel A/Ls: Minimum of 3 ""D"" passes in Arts or Commerce Streams.
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.1,680,000.00",Colombo,"Government School Teacher, Private or International School Teacher, Junior Academic at Private Universities, Academic Administrator, Training Executive, Research Associate, Development Officer, International Teaching Opportunities",BEd (Hons) in Social Sciences,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/social-sciences-degree/
SLIIT,Faculty of Humanities & Sciences,English,Full Time / Part Time ,4 Years,"Local A/Ls: Minimum of 3 “S” passes with any combination of the following subjects: Biology, Chemistry, Physics, Combined Mathematics, Higher Mathematics, Agricultural Science, Science for Technology, Bio Systems Technology, Agro Technology or Bio-Resource Technology.
Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes with any combination of the following subjects: Biology, Chemistry, Physics, Mathematics or Further Mathematics.
Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.3,120,000.00",Colombo,"Scientist, Laboratory Manager, Biomedical Engineer, Pharmaceutical Researcher, Biotechnologist, Bioinformatics Specialist, Forensic Analyst, Marine Biotechnologist, Agricultural Scientist, Nutritional Biotechnologis",BSc (Hons) in Biotechnology,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/bachelor-of-science-hons-in-biotechnology-degree/
SLIIT,Faculty of Humanities & Sciences,English,Full Time ,4 Years,"Local A/Ls: Minimum of 3 “S” passes in any stream (covering Combined Mathematics).
Cambridge/Edexcel A/Ls: Minimum of 3 “D” passes in any stream (covering Mathematics). Applicants should also pass the Aptitude Test conducted by SLIIT.",Intermediate,"Rs.1,680,000.00",Colombo,"Statistician, Data Analyst, Actuarial Analyst, Financial Analyst, Quantitative Researcher, Risk Consultant, Banker, Economist, Policy Advisor, Academic or Researcher in Mathematics and Finance",BSc (Hons) in Financial Mathematics and Applied Statistics,https://www.sliit.lk/humanities-sciences/programmes/undergraduate-degree-programs/bsc-hons-in-financial-mathematics-and-applied-statistics
Horizon ,Faculty of Management,English,Full Time ,4 Years,"Minimum 3 passes at G.C.E. A/L (any stream) or equivalent qualification, and successful performance at the Horizon Campus selection interview.",Intermediate,"Rs.1,695,000.00",Colombo,"Human Resources Manager, Talent Acquisition Specialist, Training and Development Officer, HR Consultant, Career Adviser, Motivation and Engagement Specialist, HRIS Analyst, Counsellor",BSc in Business Management (HRM),https://horizoncampus.edu.lk/bsc_in_bm
Horizon ,Faculty of Management,English,Full Time ,4 Years,"Minimum 3 passes at G.C.E. A/L (any stream) or equivalent qualification, and 
successful performance at the Horizon Campus selection interview.",Intermediate,"Rs.1,695,000.00",Colombo,"Marketing Specialist, Brand Manager, Digital Marketing Executive, Social Media Manager, Event Manager, Advertising and Marketing Communications Officer, Sales Executive, Customer Relations Manager",BM Honours (Marketing),https://horizoncampus.edu.lk/bm_hons_mkt
Horizon ,Faculty of Management,English,Full Time ,4 Years,"Minimum 3 passes at G.C.E. A/L (any stream) or equivalent qualification, and 
successful performance at the Horizon Campus selection interview.",Intermediate,"Rs.1,695,000.00",Colombo,"Accountant, Auditor, Financial Analyst, Finance Manager, 
Investment Analyst, Risk Analyst, Chartered Accountant (CA), Management Accountant (CIMA), ACCA-qualified Finance Professional",BM Hons (Accounting & Finance),https://horizoncampus.edu.lk/bm_hons_af
Horizon ,Faculty of Technology,English,Full Time ,1 Year,"Completion of a relevant Diploma or foundation in Quantity Surveying or 
equivalent qualification; successful performance at the Horizon Campus selection interview.",Intermediate,"Rs.932,618.89",Colombo,"Completion of a relevant Diploma or foundation in Quantity Surveying or equivalent qualification; 
successful performance at the Horizon Campus selection interview.",BSc (Hons) QS (Top-Up)Birmingham City University,https://horizoncampus.edu.lk/bsc_hons_qs
Horizon ,Faculty of Technology,English,Full Time ,1 Year,"Completion of a relevant Diploma or foundation in Quantity Surveying or equivalent qualification; 
successful performance at the Horizon Campus selection interview.",Intermediate,"Rs.932,618.89",Colombo,"Quantity Surveyor in Sri Lanka and Middle East, 
Construction Project Manager, Cost Consultant, Contract Manager, Estimator, Civil/Commercial Project Analyst","Bachelor of Engineering (La Trobe University, Australia)",https://horizoncampus.edu.lk/b_eng_la_trobe
Horizon ,Faculty of Science,English,Full Time ,4 Years,"Minimum of three passes at the GCE A/L in one sitting in science or technology stream with subjects including Biology, Physics, Chemistry, Agriculture, Biosystems Technology, Science for Technology, Combined Mathematics. Edexcel/Cambridge/International 
A/L: Minimum of three D passes including Biology and any of Physics, Chemistry, Mathematics.",Intermediate,"Rs.2,055,000",Colombo,"Biotechnologist, Genetic Engineer, Molecular Biologist, Plant 
Biotechnologist, Food & Nutrition Scientist, Industrial Biotechnologist, Environmental Biotechnologist, Research Associate, Quality Control Analyst",BSc (Hons) in Biotechnology. (Horizon Campus),https://horizoncampus.edu.lk/bsc_hons_btech_horizon
Horizon ,Faculty of Science,English,Full Time ,3 Years,"Minimum of three passes at GCE A/L in science stream or technology stream with subjects including Biology, 
Chemistry, Physics, Agriculture, Biosystems Technology, Science for Technology, Combined Mathematics. Edexcel/Cambridge/International A/L: Minimum of three D passes including Biology and any of Physics, Chemistry, Mathematics.",Intermediate,"Rs.3,264,734.96",Colombo,"Biotechnologist, Environmental Biotechnologist, Food & Nutrition Scientist, Agricultural Biotechnologist, 
Bioinformatician, Biostatistician, Research & Development Associate, Postgraduate Researcher",BSc. (Hons) in Biotechnology-Nilai University,https://horizoncampus.edu.lk/nilai_bio_technology
Horizon ,Faculty of Information Technology,English,Full Time ,4 Years,"Minimum of three passes at GCE A/L in Science, Technology, or Commerce stream with ICT. Edexcel/Cambridge/International A/L: Minimum 
of three D passes including ICT or Mathematics.",Intermediate,"Rs.3,640,000.00",Colombo,"Software Developer, Systems Analyst, Network Administrator, IT Consultant, Database Administrator, 
Cybersecurity Analyst, Web Developer, Mobile Application Developer, IT Project Manager",BSc (Hons) in Information Technology,https://horizoncampus.edu.lk/bsc_hons_it
Horizon ,Faculty of Information Technology,English,Full Time ,4 Years,"Minimum of three passes at GCE A/L in Science, Technology, or 
Commerce stream with ICT. Edexcel/Cambridge/International A/L: Minimum of three D passes including ICT or Mathematics.",Intermediate,"Rs.1,900,000.00",Colombo,"Network Engineer, Systems Analyst, IT Consultant, Mobile Application Developer, Cloud Computing Specialist, Cybersecurity Specialist, IT Project Manager",BIT Hons in Network & Mobile Computing,https://horizoncampus.edu.lk/bit_hons_network_mobile_com
Horizon ,Faculty of Information Technology,English,Full Time ,4 Years,"Minimum of three passes at GCE A/L in Science, Technology, or Commerce stream with ICT. 
Edexcel/Cambridge/International A/L: Minimum of three D passes including ICT or Mathematics.",Intermediate,"Rs.1,900,000.00",Colombo,"Data Analyst, Machine Learning Engineer, Business Intelligence Developer, 
AI Specialist, Data Engineer, Data Scientist, Research Analyst",BSc(Hons) in Data Science,https://horizoncampus.edu.lk/bsc_hons_data_science
Horizon ,Faculty of Information Technology,English,Full Time ,1 Year,"Applicants must have completed a recognized Level 5 qualification such as a Higher National Diploma (HND) in 
Computing, a Pearson BTEC Level 5 Higher National Diploma in Computing, or an equivalent diploma in a computing-related discipline. Strong proficiency in English is required.",Intermediate,"Rs.1,310,000.00",Colombo,"Cloud Consultant, System Analyst, DevOps Engineer, IT Security Consultant, 
Business IT Consultant, Software Developer, IT Infrastructure Specialist",BSc (Hons) Computing (Top-up),https://horizoncampus.edu.lk/bcu_computing_top_up
Horizon ,Faculty of Information Technology,English,Full Time ,1 Year,"Applicants must have completed a Level 5 qualification in Computing, Information Technology, 
Networking, or a related discipline (such as a Higher National Diploma, Pearson BTEC Level 5 HND, or equivalent). Proficiency in English is required.",Intermediate,"Rs.1,310,000.00",Colombo,"Cybersecurity Engineer, Network Security Architect, 
Cybersecurity Analyst, Digital Forensics Investigator, Cloud Security Specialist, IT Security Consultant",BSc (Hons) Cyber Security (Top-up),https://horizoncampus.edu.lk/bcu_cyber_security_top_up
Horizon ,Faculty of Education,English,Full Time ,4 Years,"Minimum 3 passes at the G.C.E. A/L examination or equivalent qualification, Proficiency in
 English, and a passion for pursuing a career in education. Applicants may be required to attend an interview conducted by the Faculty of Education at Horizon Campus.",Intermediate,"Rs.1,255,000.00",Colombo,"Teacher (Public or Private Schools), Educational Administrator, 
Curriculum Developer, School Counsellor, Education Researcher, Training Specialist, Academic Coordinator",Bachelor of Education (Hons),https://horizoncampus.edu.lk/bed_hons
Horizon ,Faculty of Education,English,Full Time ,4 Years,"Minimum 3 passes at the G.C.E. A/L examination in Biological Science subjects or 
equivalent qualification. Proficiency in English is required. Applicants may be required to attend an interview conducted by the Faculty of Education at Horizon Campus.",Intermediate,"Rs.1,255,000.00",Colombo,"Teacher (Biology/Science), Educational Administrator, Curriculum Developer,
 School Counsellor, Academic Coordinator, Education Researcher, Laboratory Instructor",Bachelor of Education Biological Science (Hons),https://horizoncampus.edu.lk/bed_hons_bio_sci
Horizon ,Faculty of Education,English,Full Time ,4 Years,"Minimum 3 passes at the G.C.E. A/L examination in Physical Science subjects or
 equivalent qualification. Proficiency in English is required. Applicants may be required to attend an interview conducted by the Faculty of Education at Horizon Campus.",Intermediate,"Rs.1,255,000.00",Colombo,"Teacher (Physics/Mathematics/Science), Educational Administrator, Curriculum Developer, 
Education Researcher, Academic Coordinator, School Counsellor, Lecturer",Bachelor of Education in Physical Science (Hons),https://horizoncampus.edu.lk/bed_hons_phy_sci
Horizon ,Faculty of Law,English,Full Time ,Standard Entry – 3 Years / Graduate Entry – 2 Years,"Minimum 3 passes at the G.C.E. A/L examination or equivalent qualification recognized by Horizon 
Campus or the University of London. For Graduate Entry, a recognized Bachelor’s degree is required. Proficiency in English is mandatory.",Intermediate,"Rs.1,045,000.00",Colombo,"Lawyer, Legal Advisor, Solicitor, Barrister, Legal Consultant, Corporate Legal Officer,
 Compliance Officer, Legal Analyst, Judge’s Assistant",Bachelor Of Law (LLB),https://horizoncampus.edu.lk/b_law_llb
Horizon ,Department of Nursing,English,Full Time ,1 Year,"Registered nurses with a recognized nursing qualification or diploma. Applicants must demonstrate proficiency in 
English and meet the academic requirements of Horizon Campus and Birmingham City University for the top-up degree.",Intermediate,"Rs.747,634.53",Colombo,"Registered Nurse, Clinical Nurse Specialist, Nursing Officer, Healthcare Manager, 
Patient Care Coordinator, Public Health Nurse, Nurse Educator",BSc (Hons) Professional Practice (Nursing),https://horizoncampus.edu.lk/bsc_hons_nursing
E-Soft,School of Life Science,English,Full Time / Weekend,1 Year,"GCSE or O-Level in English and Mathematics at grade C or above. 240 credits with at least 2:2 (or equivalent) from years 1 and 2 of an undergraduate degree (BA/BSc) in a relevant subject from a recognized institution. Applicants must also submit a 
Curriculum Vitae, academic and professional qualifications, passport or national ID, service letter, and approval evidence for the non-standard application.",Intermediate,"Rs.875,000.00",Colombo / Kandy,"Biomedical Engineer, Clinical Engineer, Medical Equipment Specialist, Research Associate, 
Healthcare Technologist, AI & Machine Learning Engineer in Healthcare, Medical Imaging Specialist",BEng (Hons) in Biomedical Engineering (TOP UP) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/beng-hons-in-biomedical-engineering-top-up-london-metropolitan-university-uk/
E-Soft,School of Life Science,English,Full Time / Weekend,1 Year,"Higher National Diploma in Nursing (NVQ 6) OR Recognized 3-year Diploma in Nursing (Private sector) OR Diploma in 
Nursing (State sector). Applicants must submit a Curriculum Vitae, academic and professional qualifications, a copy of passport or national ID, service letter, and approval evidence for the non-standard application.",Intermediate,"Rs.715,000.00","Colombo / Kandy / Batticaloa / Galle / Gampaha / Jaffna /
 Kurunegala / Asiri Academy - Colombo","Registered Nurse, Clinical Nurse Specialist, Nursing Officer, Healthcare Manager, 
Patient Care Coordinator, Public Health Nurse, Nurse Educator, Nursing Supervisor",BSc (Hons) in Nursing (TOP UP) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/bsc-hons-in-nursing-top-up-london-metropolitan-university-uk/
E-Soft,School of Life Science,English,Full Time / Weekend,3 Year,"GCE / London O-Level in English and Maths at Grade C or above or equivalent; GCE / London 
A-Level 2 passes at Grade C or above or equivalent; BTEC Level 3 qualification in a related subject (Psychology, Counselling, or equivalent L3 qualification)",Intermediate,"Rs.1,660,000.00",Colombo / Kandy,"Clinical Psychologist, Counsellor, Human Resource Specialist, Educational Psychologist, 
Research Assistant, Behavioural Analyst, Mental Health Support Worker",BSc (Hons) in Psychology – London Metropolitan University (UK),https://esoft.lk/esoft-courses/bsc-hons-in-psychology-london-metropolitan-university-uk/
E-Soft,School of Life Science,English,Full Time / Weekend,1 Year,"Age 18+; Completed an HND in Psychology or related field / Level 5 qualification with 240 credits; Required Documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity 
Card, Service letter, Approval evidence for the non-standard application",Intermediate,"Rs.875,000.00",Colombo / Kandy,"Clinical Psychologist, Counsellor, Cyberpsychology Specialist, 
Research Assistant, Human Resource Specialist, Mental Health Support Worker",BSc (Hons) in Psychology (TOP UP) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/bsc-hons-in-psychology-top-up-london-metropolitan-university-uk/
E-Soft,School of Life Science,English,Full Time / Weekend,1+3 Year,"GCE/London O Level English and Maths at grade C or above or equivalent; BTEC L3 qualification in a related subject (BTEC L3, certificate in psychology or 
counselling or an equivalent L3 qualification); Prior learning experience considered for candidates without standard entry qualifications",Intermediate,"Rs.3,130,000.00",Colombo,"Clinical Psychologist, Counsellor, Educational Psychologist, Research Assistant, 
Human Resource Specialist, Mental Health Support Worker",BSc (Hons) in Psychology (Including Foundation Year) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/bsc-hons-in-psychology-including-foundation-year-london-metropolitan-university-uk/
E-Soft,School of Computing,English,Full Time / Blended / Weekend,1+1 Year,"Minimum grades CCD, one of which must be from a relevant subject (or a minimum of 88 UCAS points from an equivalent Level 3 qualification, e.g., BTEC Level 3 Extended Diploma/Diploma, Advanced Diploma, Progression Diploma or Access to HE Diploma of 60 credits); English Language and Mathematics GCSE at grade C/grade 4 or above; Applicants with relevant professional qualifications or extensive professional experience considered case by case; Any university-level qualifications or relevant experience gained prior to starting university could count towards your course at London Met",Intermediate,"Rs.100,000.00","Colombo, Jaffna, Online, ESU-Kandy","Data Analyst, Business Intelligence Specialist, Big Data Engineer, 
Web Developer, IT Project Manager, Data Visualization Specialist",BSc (Hons) in Data Science (TOP UP) – London Met University (UK),https://esoft.lk/esoft-courses/bsc-hons-in-data-science-top-up-london-met-university-uk/
E-Soft,School of Computing,English,Full Time / Weekend,1+1 Year,"Minimum grades CCD, one of which must be from a relevant subject (or minimum 88 UCAS points from an equivalent Level 3 qualification, e.g., BTEC Level 3 Extended Diploma/Diploma, Advanced Diploma, Progression Diploma, or Access to HE Diploma of 60 credits); English Language and Mathematics 
GCSE at grade C/grade 4 or above; BTEC HND in relevant subject or equivalent Level 5 qualification; Cisco CCNA certification or equivalent; Mature students with relevant industrial experience considered; Demonstrate good numeracy, hands-on skills, and motivation; Employer references required",Intermediate,"Rs.100,000.00","Colombo, ESU-Kandy","Network Engineer, Cybersecurity Analyst, Robotics Engineer, 
Digital Systems Developer, IT Project Manager",BEng (Hons) Computer Systems Engineering and Robotics (TOP UP) – London Met University (UK),https://esoft.lk/esoft-courses/beng-hons-computer-systems-engineering-and-robotics-top-up-london-met-university-uk/
